Gender,Future Setting,Future Place,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Strand
Male,Rural Area,Flexibility,Written Communication,Time Management,Flexibility,Commercial Awareness,Verbal Communication,STEM
Male,Flexible,Work from anywhere,Numeracy,Self motivation,Written Communication,Analytical Ability,Commercial Awareness,ABM
Male,Abroad,Flexibility,Analytical Ability,Analytical Ability,Flexibility,Analytical Ability,Time Management,TVL
Female,Rural Area,Flexibility,Time Management,Team Work,Negotiating,Problem Solving,Verbal Communication,TVL
Female,Rural Area,Stay in one place,Analytical Ability,Negotiating,Team Work,Written Communication,Commercial Awareness,ABM
Female,Flexible,Move Often,Self motivation,Flexibility,Numeracy,Team Work,Decision Making,GAS
Female,Flexible,Work from anywhere,Analytical Ability,Analytical Ability,Team Work,Verbal Communication,Decision Making,STEM
Female,Rural Area,Flexibility,Verbal Communication,Flexibility,Self motivation,Creative Thinking,Team Work,STEM
Female,Rural Area,Flexibility,Negotiating,Team Work,Problem Solving,Verbal Communication,Commercial Awareness,STEM
Male,Rural Area,Flexibility,Verbal Communication,Self motivation,Problem Solving,Verbal Communication,Team Work,HUMSS
Male,Abroad,Move Often,Team Work,Analytical Ability,Creative Thinking,Commercial Awareness,Creative Thinking,TVL
Female,City,Work from anywhere,Decision Making,Team Work,Time Management,Verbal Communication,Numeracy,HUMSS
Male,Flexible,Stay in one place,Negotiating,Flexibility,Creative Thinking,Time Management,Written Communication,STEM
Male,Flexible,Work from anywhere,Written Communication,Problem Solving,Creative Thinking,Verbal Communication,Self motivation,GAS
Female,Rural Area,Work from anywhere,Time Management,Commercial Awareness,Negotiating,Problem Solving,Time Management,GAS
Male,Flexible,Work from anywhere,Numeracy,Self motivation,Analytical Ability,Verbal Communication,Negotiating,STEM
Female,Flexible,Flexibility,Analytical Ability,Numeracy,Time Management,Negotiating,Self motivation,GAS
Male,Rural Area,Move Often,Commercial Awareness,Flexibility,Team Work,Problem Solving,Negotiating,GAS
Female,Abroad,Stay in one place,Verbal Communication,Verbal Communication,Self motivation,Self motivation,Flexibility,TVL
Male,Rural Area,Stay in one place,Written Communication,Written Communication,Creative Thinking,Analytical Ability,Verbal Communication,ABM
Male,Rural Area,Work from anywhere,Creative Thinking,Verbal Communication,Numeracy,Analytical Ability,Written Communication,STEM
Male,Rural Area,Move Often,Time Management,Verbal Communication,Self motivation,Time Management,Verbal Communication,GAS
Female,Abroad,Stay in one place,Negotiating,Self motivation,Time Management,Numeracy,Analytical Ability,GAS
Male,Abroad,Move Often,Written Communication,Time Management,Verbal Communication,Leadership,Problem Solving,HUMSS
Female,Suburban Area,Work from anywhere,Decision Making,Time Management,Creative Thinking,Team Work,Problem Solving,GAS
Male,Flexible,Move Often,Leadership,Written Communication,Leadership,Creative Thinking,Time Management,STEM
Male,Abroad,Work from anywhere,Written Communication,Time Management,Problem Solving,Verbal Communication,Written Communication,ABM
Female,Rural Area,Work from anywhere,Commercial Awareness,Problem Solving,Verbal Communication,Negotiating,Self motivation,TVL
Male,Abroad,Move Often,Self motivation,Analytical Ability,Flexibility,Written Communication,Verbal Communication,ABM
Female,Abroad,Flexibility,Commercial Awareness,Decision Making,Verbal Communication,Team Work,Creative Thinking,TVL
Female,Flexible,Move Often,Commercial Awareness,Decision Making,Self motivation,Team Work,Numeracy,TVL
Male,Flexible,Stay in one place,Flexibility,Time Management,Time Management,Written Communication,Decision Making,ABM
Female,Suburban Area,Flexibility,Commercial Awareness,Numeracy,Team Work,Negotiating,Commercial Awareness,TVL
Female,Abroad,Move Often,Creative Thinking,Negotiating,Team Work,Negotiating,Negotiating,TVL
Female,Abroad,Stay in one place,Verbal Communication,Numeracy,Problem Solving,Numeracy,Problem Solving,HUMSS
Female,Flexible,Flexibility,Leadership,Time Management,Flexibility,Negotiating,Numeracy,GAS
Male,Rural Area,Stay in one place,Decision Making,Decision Making,Analytical Ability,Analytical Ability,Time Management,ABM
Male,Rural Area,Flexibility,Team Work,Numeracy,Decision Making,Numeracy,Written Communication,GAS
Male,City,Move Often,Leadership,Numeracy,Written Communication,Written Communication,Problem Solving,HUMSS
Female,Abroad,Stay in one place,Creative Thinking,Verbal Communication,Self motivation,Verbal Communication,Time Management,GAS
Female,City,Work from anywhere,Team Work,Commercial Awareness,Decision Making,Flexibility,Written Communication,GAS
Male,Rural Area,Stay in one place,Written Communication,Team Work,Flexibility,Self motivation,Analytical Ability,HUMSS
Female,Abroad,Work from anywhere,Team Work,Flexibility,Flexibility,Problem Solving,Numeracy,GAS
Female,Suburban Area,Stay in one place,Leadership,Analytical Ability,Creative Thinking,Problem Solving,Time Management,GAS
Female,Suburban Area,Work from anywhere,Creative Thinking,Leadership,Problem Solving,Verbal Communication,Numeracy,ABM
Female,City,Move Often,Negotiating,Numeracy,Verbal Communication,Written Communication,Verbal Communication,ABM
Male,Rural Area,Move Often,Verbal Communication,Analytical Ability,Negotiating,Analytical Ability,Creative Thinking,HUMSS
Female,Suburban Area,Work from anywhere,Leadership,Flexibility,Team Work,Negotiating,Problem Solving,GAS
Male,City,Flexibility,Decision Making,Commercial Awareness,Self motivation,Commercial Awareness,Self motivation,ABM
Female,City,Stay in one place,Problem Solving,Flexibility,Analytical Ability,Numeracy,Analytical Ability,ABM
Male,Rural Area,Stay in one place,Team Work,Commercial Awareness,Analytical Ability,Creative Thinking,Numeracy,HUMSS
Male,Flexible,Stay in one place,Written Communication,Verbal Communication,Creative Thinking,Leadership,Time Management,STEM
Male,City,Move Often,Decision Making,Analytical Ability,Time Management,Analytical Ability,Time Management,STEM
Male,Flexible,Stay in one place,Time Management,Leadership,Leadership,Analytical Ability,Leadership,GAS
Female,Rural Area,Stay in one place,Team Work,Verbal Communication,Time Management,Written Communication,Written Communication,TVL
Female,Rural Area,Work from anywhere,Problem Solving,Negotiating,Numeracy,Flexibility,Self motivation,ABM
Male,Suburban Area,Stay in one place,Leadership,Numeracy,Self motivation,Commercial Awareness,Commercial Awareness,GAS
Female,Abroad,Flexibility,Creative Thinking,Analytical Ability,Written Communication,Self motivation,Negotiating,TVL
Female,Rural Area,Stay in one place,Verbal Communication,Negotiating,Decision Making,Analytical Ability,Written Communication,HUMSS
Male,Abroad,Move Often,Decision Making,Time Management,Written Communication,Written Communication,Negotiating,STEM
Female,Suburban Area,Work from anywhere,Problem Solving,Written Communication,Analytical Ability,Written Communication,Problem Solving,HUMSS
Female,Suburban Area,Flexibility,Commercial Awareness,Leadership,Problem Solving,Self motivation,Flexibility,GAS
Female,Suburban Area,Move Often,Problem Solving,Problem Solving,Negotiating,Flexibility,Negotiating,GAS
Female,Rural Area,Stay in one place,Commercial Awareness,Decision Making,Leadership,Negotiating,Problem Solving,ABM
Male,Rural Area,Work from anywhere,Time Management,Leadership,Written Communication,Problem Solving,Numeracy,ABM
Female,City,Stay in one place,Written Communication,Negotiating,Commercial Awareness,Time Management,Analytical Ability,TVL
Female,Suburban Area,Work from anywhere,Flexibility,Verbal Communication,Creative Thinking,Analytical Ability,Leadership,GAS
Male,Flexible,Move Often,Time Management,Numeracy,Written Communication,Written Communication,Negotiating,STEM
Female,Suburban Area,Flexibility,Team Work,Analytical Ability,Self motivation,Written Communication,Verbal Communication,TVL
Male,Rural Area,Move Often,Leadership,Leadership,Self motivation,Negotiating,Verbal Communication,GAS
Male,Rural Area,Flexibility,Flexibility,Verbal Communication,Analytical Ability,Numeracy,Numeracy,ABM
Male,Flexible,Work from anywhere,Leadership,Verbal Communication,Problem Solving,Time Management,Decision Making,HUMSS
Female,City,Flexibility,Verbal Communication,Commercial Awareness,Leadership,Written Communication,Numeracy,STEM
Female,City,Stay in one place,Negotiating,Negotiating,Commercial Awareness,Numeracy,Time Management,ABM
Female,Rural Area,Flexibility,Analytical Ability,Team Work,Decision Making,Self motivation,Written Communication,TVL
Male,Flexible,Move Often,Flexibility,Negotiating,Flexibility,Problem Solving,Problem Solving,HUMSS
Female,Suburban Area,Move Often,Decision Making,Creative Thinking,Decision Making,Time Management,Self motivation,ABM
Male,Flexible,Work from anywhere,Decision Making,Analytical Ability,Analytical Ability,Numeracy,Commercial Awareness,TVL
Female,Suburban Area,Move Often,Leadership,Verbal Communication,Decision Making,Team Work,Commercial Awareness,STEM
Male,Abroad,Move Often,Problem Solving,Flexibility,Decision Making,Flexibility,Self motivation,TVL
Female,Flexible,Work from anywhere,Problem Solving,Verbal Communication,Numeracy,Creative Thinking,Commercial Awareness,HUMSS
Male,Rural Area,Work from anywhere,Decision Making,Self motivation,Creative Thinking,Verbal Communication,Time Management,ABM
Male,Rural Area,Stay in one place,Negotiating,Negotiating,Leadership,Decision Making,Verbal Communication,HUMSS
Male,Flexible,Flexibility,Analytical Ability,Creative Thinking,Team Work,Written Communication,Commercial Awareness,ABM
Male,Flexible,Move Often,Negotiating,Time Management,Decision Making,Creative Thinking,Negotiating,GAS
Male,Flexible,Move Often,Self motivation,Decision Making,Commercial Awareness,Leadership,Problem Solving,TVL
Female,Suburban Area,Work from anywhere,Verbal Communication,Self motivation,Commercial Awareness,Creative Thinking,Decision Making,TVL
Female,Rural Area,Flexibility,Analytical Ability,Negotiating,Analytical Ability,Time Management,Commercial Awareness,ABM
Female,Flexible,Move Often,Time Management,Leadership,Written Communication,Team Work,Numeracy,ABM
Male,Suburban Area,Flexibility,Time Management,Team Work,Numeracy,Time Management,Leadership,GAS
Male,City,Stay in one place,Leadership,Self motivation,Numeracy,Analytical Ability,Numeracy,TVL
Female,City,Flexibility,Written Communication,Decision Making,Verbal Communication,Problem Solving,Verbal Communication,TVL
Female,Abroad,Work from anywhere,Negotiating,Negotiating,Creative Thinking,Decision Making,Analytical Ability,ABM
Female,Flexible,Work from anywhere,Decision Making,Commercial Awareness,Numeracy,Self motivation,Flexibility,ABM
Male,Suburban Area,Move Often,Verbal Communication,Self motivation,Written Communication,Team Work,Time Management,GAS
Male,Rural Area,Stay in one place,Verbal Communication,Self motivation,Flexibility,Flexibility,Creative Thinking,TVL
Female,Rural Area,Work from anywhere,Team Work,Decision Making,Verbal Communication,Time Management,Leadership,GAS
Female,Rural Area,Work from anywhere,Decision Making,Problem Solving,Written Communication,Commercial Awareness,Team Work,HUMSS
Female,City,Work from anywhere,Numeracy,Problem Solving,Decision Making,Numeracy,Negotiating,TVL
Female,City,Move Often,Self motivation,Self motivation,Team Work,Time Management,Written Communication,TVL
Male,City,Move Often,Time Management,Time Management,Analytical Ability,Flexibility,Negotiating,ABM
Female,Rural Area,Flexibility,Creative Thinking,Analytical Ability,Commercial Awareness,Negotiating,Verbal Communication,STEM
Female,Rural Area,Flexibility,Time Management,Numeracy,Self motivation,Self motivation,Self motivation,ABM
Female,Suburban Area,Flexibility,Decision Making,Written Communication,Analytical Ability,Flexibility,Flexibility,STEM
Female,City,Work from anywhere,Written Communication,Negotiating,Analytical Ability,Self motivation,Written Communication,GAS
Female,Rural Area,Work from anywhere,Time Management,Leadership,Commercial Awareness,Flexibility,Creative Thinking,STEM
Male,Suburban Area,Work from anywhere,Problem Solving,Decision Making,Analytical Ability,Creative Thinking,Verbal Communication,TVL
Female,Rural Area,Flexibility,Numeracy,Commercial Awareness,Time Management,Creative Thinking,Numeracy,STEM
Male,Rural Area,Stay in one place,Flexibility,Written Communication,Written Communication,Numeracy,Creative Thinking,STEM
Female,Abroad,Flexibility,Self motivation,Problem Solving,Problem Solving,Team Work,Problem Solving,STEM
Male,Abroad,Work from anywhere,Numeracy,Flexibility,Time Management,Creative Thinking,Team Work,STEM
Female,City,Move Often,Negotiating,Flexibility,Time Management,Flexibility,Flexibility,ABM
Female,Rural Area,Flexibility,Decision Making,Leadership,Time Management,Time Management,Creative Thinking,GAS
Male,Rural Area,Flexibility,Commercial Awareness,Numeracy,Numeracy,Problem Solving,Self motivation,GAS
Female,Rural Area,Move Often,Flexibility,Commercial Awareness,Commercial Awareness,Written Communication,Flexibility,STEM
Male,Abroad,Stay in one place,Negotiating,Verbal Communication,Team Work,Flexibility,Negotiating,TVL
Male,City,Stay in one place,Analytical Ability,Self motivation,Creative Thinking,Negotiating,Written Communication,STEM
Male,City,Move Often,Time Management,Decision Making,Time Management,Problem Solving,Time Management,TVL
Female,Rural Area,Stay in one place,Time Management,Numeracy,Time Management,Team Work,Problem Solving,STEM
Male,Rural Area,Work from anywhere,Flexibility,Team Work,Verbal Communication,Decision Making,Time Management,ABM
Female,Suburban Area,Flexibility,Commercial Awareness,Creative Thinking,Problem Solving,Leadership,Numeracy,HUMSS
Female,City,Flexibility,Team Work,Commercial Awareness,Self motivation,Flexibility,Time Management,ABM
Female,City,Work from anywhere,Creative Thinking,Time Management,Negotiating,Problem Solving,Leadership,STEM
Female,Abroad,Flexibility,Commercial Awareness,Commercial Awareness,Team Work,Flexibility,Team Work,GAS
