Age,Gender,Grade,Future Setting,Future Place,Work Type,Work Environment,Immediate Goals,Highly Skilled,Skilled,Moderately Skilled,Unskilled
16,Female,10,Flexible ,Work from anywhere,Organizing and managing ,Independent ,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
17,Male,10,Flexible ,Move often ,Working with technology,Collaborative ,Finish schooling,"Teamwork, Creative Thinking","Verbal Communication, Problem Solving, Reactive Ability, Numeracy, Leadership, Decision Making","Written Communication, Analytical Ability",Teamwork
17,Male,10,Flexible ,Work from anywhere,Creative work,Collaborative ,Explore different careers,"Written Communication, Analytical Ability, Creative Thinking","Verbal Communication, Teamwork, Numeracy","Problem Solving, Reactive Ability, Leadership",Decision Making
17,Male,10,Rural Area,Move often ,Hands-on work,Outdoors ,Finish schooling,Teamwork,"Written Communication, Problem Solving, Reactive Ability, Numeracy, Leadership","Analytical Ability, Creative Thinking, Decision Making",Verbal Communication
16,Male,10,Rural Area,Move often ,Helping people,Office setting,Explore different careers,"Written Communication, Numeracy","Teamwork, Creative Thinking","Verbal Communication, Analytical Ability, Leadership","Problem Solving, Reactive Ability, Decision Making"
17,Male,10,Rural Area,Move often ,Hands-on work,Location Independent Work,Finish schooling,"Reactive Ability, Numeracy","Written Communication, Decision Making","Verbal Communication, Problem Solving, Analytical Ability, Creative Thinking, Leadership",Teamwork
16,Female,10,Rural Area,Move often ,Creative work,Outdoors ,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Verbal Communication, Problem Solving, Analytical Ability, Reactive Ability, Numeracy, Leadership","Written Communication, Teamwork","Creative Thinking, Decision Making"
16,Female,10,Rural Area,Move often ,Creative work,Location Independent Work,Finish schooling,"Problem Solving, Reactive Ability","Teamwork, Creative Thinking, Numeracy, Leadership, Decision Making","Verbal Communication, Analytical Ability",Written Communication
16,Male,10,Rural Area,Move often ,Hands-on work,Collaborative ,Explore different careers,Decision Making,"Written Communication, Verbal Communication, Teamwork, Reactive Ability, Numeracy, Leadership","Problem Solving, Analytical Ability, Creative Thinking",Teamwork
16,Male,10,Rural Area,Stay in one place,Helping people,Office setting,Learn a new skill,"Written Communication, Verbal Communication, Teamwork, Analytical Ability, Reactive Ability","Problem Solving, Creative Thinking, Numeracy, Decision Making",Leadership,Teamwork
15,Male,10,City,Stay in one place,Helping people,Office setting,Finish schooling,"Verbal Communication, Decision Making","Written Communication, Numeracy","Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership",Teamwork
15,Male,10,City,Stay in one place,Helping people,Office setting,Finish schooling,"Verbal Communication, Decision Making","Written Communication, Numeracy","Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership",Teamwork
16,Female,10,City,Stay in one place,Helping people,Office setting,Finish schooling,"Verbal Communication, Decision Making","Written Communication, Numeracy","Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership",Teamwork
16,Male,10,City,Stay in one place,Helping people,Office setting,Finish schooling,"Verbal Communication, Decision Making","Written Communication, Numeracy","Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership",Teamwork
16,Male,10,City,Stay in one place,Helping people,Office setting,Finish schooling,"Verbal Communication, Decision Making","Written Communication, Numeracy","Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership",Teamwork
16,Female,10,City,Stay in one place,Helping people,Office setting,Finish schooling,"Verbal Communication, Decision Making","Written Communication, Numeracy","Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership",Teamwork
16,Male,10,Rural Area,Move sometimes,Creative work,Office setting,Explore different careers,"Problem Solving, Reactive Ability","Teamwork, Analytical Ability, Creative Thinking, Numeracy","Written Communication, Verbal Communication, Leadership, Decision Making",Teamwork
16,Male,10,City,Stay in one place,Helping people,Office setting,Explore different careers,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Reactive Ability, Numeracy","Teamwork, Analytical Ability, Creative Thinking, Decision Making",Leadership
16,Male,10,City,Stay in one place,Helping people,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Verbal Communication,"Written Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making"
15,Male,10,Rural Area,Move often ,Helping people,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
16,Male,10,City,Stay in one place,Working with technology,Office setting,Learn a new skill,"Written Communication, Teamwork","Verbal Communication, Leadership, Decision Making","Problem Solving, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy",Teamwork
14,Female,9,Rural Area,Move sometimes,Organizing and managing ,Location Independent Work,Learn a new skill,"Verbal Communication, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership, Decision Making","Written Communication, Problem Solving, Numeracy",Numeracy,Teamwork
17,Female,10,City,Work from anywhere,Working with technology,Office setting,Finish schooling,Leadership,"Written Communication, Verbal Communication, Teamwork, Creative Thinking, Decision Making","Problem Solving, Analytical Ability, Reactive Ability, Numeracy",Teamwork
17,Female,10,City,Work from anywhere,Working with technology,Office setting,Finish schooling,Leadership,"Written Communication, Verbal Communication, Teamwork, Creative Thinking, Decision Making","Problem Solving, Analytical Ability, Reactive Ability, Numeracy",Teamwork
14,Female,9,Rural Area,Move sometimes,Organizing and managing ,Location Independent Work,Finish schooling,"Verbal Communication, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership, Decision Making","Written Communication, Problem Solving, Numeracy",Numeracy,Teamwork
15,Female,9,Rural Area,Move sometimes,Organizing and managing ,Location Independent Work,Finish schooling,"Verbal Communication, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership, Decision Making","Written Communication, Problem Solving, Numeracy",Numeracy,Teamwork
14,Female,9,City,Work from anywhere,Working with technology,Office setting,Finish schooling,Leadership,"Written Communication, Verbal Communication, Teamwork, Creative Thinking, Decision Making","Problem Solving, Analytical Ability, Reactive Ability, Numeracy",Teamwork
15,Female,10,Abroad ,Move often ,Organizing and managing ,Collaborative ,Finish schooling,"Verbal Communication, Teamwork, Analytical Ability, Reactive Ability, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Creative Thinking",Numeracy,Teamwork
15,Female,9,Abroad ,Move often ,Organizing and managing ,Outdoors ,Finish schooling,"Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Analytical Ability, Numeracy",Numeracy,Teamwork
16,Male,10,Suburban Area,Move often ,Working with technology,Independent ,Finish schooling,"Analytical Ability, Creative Thinking","Written Communication, Verbal Communication, Problem Solving, Teamwork, Reactive Ability, Numeracy, Decision Making",Leadership,Teamwork
17,Male,10,Flexible ,Work from anywhere,Hands-on work,Independent ,Explore different careers,"Numeracy, Decision Making","Written Communication, Verbal Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership",Analytical Ability,Teamwork
17,Male,10,Flexible ,Move sometimes,Organizing and managing ,Office setting,Finish schooling,Written Communication,"Verbal Communication, Analytical Ability, Creative Thinking, Numeracy, Leadership","Problem Solving, Reactive Ability, Decision Making",Teamwork
15,Female,9,Flexible ,Stay in one place,Hands-on work,Collaborative ,Finish schooling,Numeracy,"Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making","Verbal Communication, Analytical Ability",Teamwork
15,Male,9,Suburban Area,Stay in one place,Organizing and managing ,Office setting,Finish schooling,Verbal Communication,"Written Communication, Problem Solving, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Decision Making","Teamwork, Leadership",Teamwork
16,Male,9,Flexible ,Work from anywhere,Organizing and managing ,Collaborative ,Finish schooling,"Problem Solving, Teamwork, Analytical Ability, Decision Making","Verbal Communication, Creative Thinking, Leadership","Written Communication, Reactive Ability, Numeracy",Teamwork
16,Male,9,Suburban Area,Move often ,Creative work,Location Independent Work,Finish schooling,"Written Communication, Creative Thinking","Verbal Communication, Analytical Ability, Reactive Ability, Numeracy, Decision Making","Problem Solving, Teamwork, Leadership",Teamwork
15,Male,9,Abroad ,Work from anywhere,Organizing and managing ,Outdoors ,Finish schooling,"Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Teamwork",Numeracy,Teamwork
15,Female,9,Abroad ,Move often ,Organizing and managing ,Outdoors ,Finish schooling,"Reactive Ability, Creative Thinking, Leadership","Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Numeracy, Decision Making",Numeracy,Teamwork
15,Female,9,Abroad ,Work from anywhere,Creative work,Outdoors ,Finish schooling,"Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability",Numeracy,Teamwork
14,Female,9,Abroad ,Work from anywhere,Working with technology,Location Independent Work,Finish schooling,"Teamwork, Analytical Ability, Creative Thinking, Leadership","Written Communication, Verbal Communication, Problem Solving, Reactive Ability, Numeracy, Decision Making",Numeracy,Teamwork
16,Female,9,City,Work from anywhere,Organizing and managing ,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Verbal Communication, Teamwork, Analytical Ability, Creative Thinking, Leadership, Decision Making","Problem Solving, Reactive Ability, Numeracy",Teamwork
